1111,2020.09.29 11:04:59,1
7777,2020.09.29 11:05:14,1
9999,2020.10.05 05:41:27,1
7777,2020.10.06 01:00:57,1
7777,2020.10.06 01:01:08,1
7777,2020.10.06 02:01:10,1
7777,2020.10.08 10:16:34,1
7777,2020.10.08 11:36:33,1
7777,2020.10.08 01:21:31,1
7777,2020.10.08 01:24:15,1
7777,2020.10.08 01:25:13,1
7777,2020.10.08 01:26:29,1
7777,2020.10.08 01:27:52,1
7777,2020.10.08 01:28:53,1
7777,2020.10.08 01:29:40,1
7777,2020.10.08 01:30:09,1
7777,2020.10.08 01:31:06,1
7777,2020.10.08 01:33:23,1
7777,2020.10.08 01:34:18,1
7777,2020.10.08 01:35:01,1
7777,2020.10.08 01:36:10,1
7777,2020.10.08 01:36:44,1
7777,2020.10.08 01:37:14,1
7777,2020.10.08 01:37:45,1
7777,2020.10.08 01:56:58,1
7777,2020.10.08 02:00:10,1
7777,2020.10.08 02:01:48,1
7777,2020.10.08 02:05:02,1
7777,2020.10.08 02:07:04,1
7777,2020.10.08 02:08:53,1
7777,2020.10.08 02:15:44,1
7777,2020.10.08 02:16:43,1
7777,2020.10.08 02:17:09,1
7777,2020.10.08 02:53:13,1
7777,2020.10.08 03:04:25,1
7777,2020.10.08 04:02:48,1
7777,2020.10.08 04:03:36,1
7777,2020.10.08 04:07:51,1
7777,2020.10.08 04:08:02,1
7777,2020.10.08 04:09:33,1
7777,2020.10.08 04:15:52,1
7777,2020.10.08 04:24:03,1
7777,2020.10.08 04:27:05,1
7777,2020.10.08 04:27:42,1
7777,2020.10.08 04:28:09,1
7777,2020.10.08 04:32:38,1
7777,2020.10.08 04:36:00,1
7777,2020.10.08 04:58:11,1
7777,2020.10.08 04:59:00,1
7777,2020.10.08 05:00:05,1
7777,2020.10.08 05:00:30,1
7777,2020.10.08 05:01:17,1
7777,2020.10.08 05:12:11,1
7777,2020.10.08 05:20:10,1
7777,2020.10.08 05:56:32,1
