1111,2020.09.29 11:04:59,1
7777,2020.09.29 11:05:14,1
9999,2020.10.05 05:41:27,1
7777,2020.10.06 01:00:57,1
7777,2020.10.06 01:01:08,1
7777,2020.10.06 02:01:10,1
7777,2020.10.06 11:25:07,1
7777,2020.10.06 11:25:20,1
7777,2020.10.07 08:52:07,1
7777,2020.10.07 09:09:07,1
7777,2020.10.07 09:10:36,1
7777,2020.10.07 09:11:00,1
7777,2020.10.07 09:25:04,1
7777,2020.10.07 09:37:55,1
7777,2020.10.07 09:39:31,1
7777,2020.10.07 09:39:51,1
7777,2020.10.07 09:39:59,1
7777,2020.10.07 09:40:25,1
7777,2020.10.07 09:40:40,1
7777,2020.10.07 09:40:59,1
7777,2020.10.07 09:41:19,1
7777,2020.10.07 09:41:35,1
7777,2020.10.07 09:41:46,1
7777,2020.10.07 09:41:58,1
7777,2020.10.07 09:42:32,1
7777,2020.10.07 09:42:42,1
7777,2020.10.07 09:42:52,1
7777,2020.10.07 09:43:17,1
7777,2020.10.07 10:39:36,1
7777,2020.10.07 10:45:45,1
7777,2020.10.07 10:47:27,1
7777,2020.10.07 10:48:40,1
7777,2020.10.07 10:49:51,1
7777,2020.10.07 11:03:30,1
7777,2020.10.07 11:07:32,1
7777,2020.10.07 11:08:41,1
7777,2020.10.07 11:09:01,1
7777,2020.10.07 11:09:22,1
7777,2020.10.07 11:10:30,1
7777,2020.10.07 11:11:05,1
7777,2020.10.07 11:12:20,1
7777,2020.10.07 11:12:32,1
7777,2020.10.07 11:13:04,1
7777,2020.10.07 11:18:50,1
7777,2020.10.07 11:19:38,1
7777,2020.10.07 11:20:24,1
7777,2020.10.07 11:20:44,1
7777,2020.10.07 11:21:32,1
7777,2020.10.07 11:21:59,1
7777,2020.10.07 11:22:56,1
7777,2020.10.07 11:23:24,1
7777,2020.10.07 11:23:35,1
7777,2020.10.07 11:23:44,1
7777,2020.10.07 11:24:07,1
7777,2020.10.07 11:27:34,1
7777,2020.10.07 11:27:52,1
7777,2020.10.07 11:28:35,1
7777,2020.10.07 11:33:17,1
7777,2020.10.07 01:05:30,1
7777,2020.10.07 01:16:17,1
7777,2020.10.07 01:17:58,1
7777,2020.10.07 01:21:08,1
7777,2020.10.07 01:21:41,1
7777,2020.10.07 01:24:44,1
7777,2020.10.07 01:27:37,1
7777,2020.10.07 01:28:22,1
7777,2020.10.07 01:29:07,1
